1495218586781,1,1495218586777,TASK_START,10000,10000
1495218614475,1,1495218614432,BASELINE_START,20000,20000
1495218794478,1,1495218794435,BASELINE_END,20000,20000
1495218794519,1,1495218794436,BREAK_START,1000,1000
1495218824479,1,1495218824437,BREAK_END,1000,1000
1495218824520,1,1495218824440,TRAINING_START,0,1
1495218884499,1,1495218884457,TRAINING_END,0,1
1495218884540,1,1495218884458,BREAK_START,1001,1001
1495218914503,1,1495218914459,BREAK_END,1001,1001
1495218914544,1,1495218914460,TRAINING_START,1,1
1495218974521,1,1495218974477,TRAINING_END,1,1
1495218974562,1,1495218974479,BREAK_START,1002,1002
1495219004523,1,1495219004480,BREAK_END,1002,1002
1495219004564,1,1495219004481,TRAINING_START,2,1
1495219064541,1,1495219064498,TRAINING_END,2,1
1495219064582,1,1495219064499,BREAK_START,1003,1003
1495219094550,1,1495219094500,BREAK_END,1003,1003
1495219094591,1,1495219094507,TRAINING_START,3,2
1495219154566,1,1495219154524,TRAINING_END,3,2
1495219154607,1,1495219154525,BREAK_START,1004,1004
1495219184568,1,1495219184526,BREAK_END,1004,1004
1495219184609,1,1495219184527,TRAINING_START,4,2
1495219244586,1,1495219244543,TRAINING_END,4,2
1495219244627,1,1495219244543,BREAK_START,1005,1005
1495219274587,1,1495219274544,BREAK_END,1005,1005
1495219274628,1,1495219274545,TRAINING_START,5,1
1495219334604,1,1495219334562,TRAINING_END,5,1
1495219334645,1,1495219334562,BREAK_START,1006,1006
1495219364606,1,1495219364563,BREAK_END,1006,1006
1495219364647,1,1495219364565,TRAINING_START,6,2
1495219424628,1,1495219424585,TRAINING_END,6,2
1495219424669,1,1495219424586,BREAK_START,1007,1007
1495219454629,1,1495219454587,BREAK_END,1007,1007
1495219454670,1,1495219454588,TRAINING_START,7,1
1495219514647,1,1495219514604,TRAINING_END,7,1
1495219514688,1,1495219514605,BREAK_START,1008,1008
1495219544648,1,1495219544606,BREAK_END,1008,1008
1495219544689,1,1495219544607,TRAINING_START,8,1
1495219604667,1,1495219604623,TRAINING_END,8,1
1495219604708,1,1495219604624,BREAK_START,1009,1009
1495219634669,1,1495219634626,BREAK_END,1009,1009
1495219634710,1,1495219634627,TRAINING_START,9,1
1495219694686,1,1495219694642,TRAINING_END,9,1
1495219694727,1,1495219694643,BREAK_START,1010,1010
1495219724688,1,1495219724645,BREAK_END,1010,1010
1495219724729,1,1495219724646,TRAINING_START,10,2
1495219784704,1,1495219784660,TRAINING_END,10,2
1495219784745,1,1495219784661,BREAK_START,1011,1011
1495219814711,1,1495219814666,BREAK_END,1011,1011
1495219814752,1,1495219814667,TRAINING_START,11,2
1495219874726,1,1495219874683,TRAINING_END,11,2
1495219874767,1,1495219874684,BREAK_START,1012,1012
1495219904728,1,1495219904685,BREAK_END,1012,1012
1495219904769,1,1495219904686,TRAINING_START,12,2
1495219964744,1,1495219964702,TRAINING_END,12,2
1495219964785,1,1495219964703,BREAK_START,1013,1013
1495219994747,1,1495219994704,BREAK_END,1013,1013
1495219994788,1,1495219994705,TRAINING_START,13,1
1495220054765,1,1495220054723,TRAINING_END,13,1
1495220054806,1,1495220054724,BREAK_START,1014,1014
1495220084768,1,1495220084725,BREAK_END,1014,1014
1495220084809,1,1495220084726,TRAINING_START,14,2
1495220144784,1,1495220144741,TRAINING_END,14,2
1495220144826,1,1495220144742,BREAK_START,1015,1015
1495220174787,1,1495220174743,BREAK_END,1015,1015
1495220174828,1,1495220174745,TRAINING_START,15,2
1495220234803,1,1495220234761,TRAINING_END,15,2
1495220234844,1,1495220234762,BREAK_START,1016,1016
1495220264806,1,1495220264763,BREAK_END,1016,1016
1495220264847,1,1495220264764,TRAINING_START,16,1
1495220324823,1,1495220324780,TRAINING_END,16,1
1495220324864,1,1495220324781,BREAK_START,1017,1017
1495220354825,1,1495220354783,BREAK_END,1017,1017
1495220354866,1,1495220354785,TRAINING_START,17,2
1495220414844,1,1495220414800,TRAINING_END,17,2
1495220414885,1,1495220414801,BREAK_START,1018,1018
1495220444845,1,1495220444802,BREAK_END,1018,1018
1495220444886,1,1495220444803,TRAINING_START,18,1
1495220504861,1,1495220504819,TRAINING_END,18,1
1495220504902,1,1495220504819,BREAK_START,1019,1019
1495220534863,1,1495220534820,BREAK_END,1019,1019
1495220534904,1,1495220534821,TRAINING_START,19,2
1495220594879,1,1495220594837,TRAINING_END,19,2
1495220594920,1,1495220594838,TASK_END,10000,10000
1495220594961,1,1495220594839,CONNECTION_CLOSE,30000,30000
