0,97.88,32.18,0.1469,0.04201,0.1372,0.04329,0.1367,0.0545,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
1,97.88,32.18,0.147,0.04201,0.1372,0.04329,0.1368,0.0545,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
2,97.88,32.18,0.147,0.04201,0.1372,0.04329,0.1368,0.05451,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
3,97.88,32.18,0.147,0.04202,0.1372,0.04331,0.1367,0.05453,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
4,97.88,32.18,0.147,0.04203,0.1373,0.04331,0.1368,0.05453,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
5,97.88,32.18,0.1471,0.04203,0.1374,0.04331,0.1368,0.05454,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
6,97.88,32.18,0.1472,0.04204,0.1375,0.04332,0.1369,0.05454,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
7,97.88,32.18,0.1473,0.04204,0.1376,0.04333,0.137,0.05455,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
8,97.88,32.18,0.1474,0.04204,0.1377,0.04333,0.137,0.05455,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
9,97.88,32.18,0.1475,0.04205,0.1378,0.04333,0.1371,0.05455,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
10,97.88,32.18,0.1476,0.04204,0.1379,0.04332,0.1371,0.05454,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
11,97.88,32.18,0.1476,0.04204,0.1379,0.04331,0.1371,0.05455,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
12,97.88,32.18,0.1476,0.04204,0.138,0.0433,0.1372,0.05453,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
13,97.88,32.18,0.1477,0.04205,0.138,0.04331,0.1372,0.05453,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
14,97.88,32.18,0.1477,0.04205,0.1381,0.04331,0.1373,0.05454,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
15,97.88,32.18,0.1478,0.04205,0.1382,0.04331,0.1373,0.05454,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
16,97.88,32.18,0.1479,0.04205,0.1382,0.04331,0.1374,0.05454,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
17,97.88,32.18,0.148,0.04205,0.1383,0.0433,0.1374,0.05453,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
18,97.88,32.18,0.1481,0.04206,0.1384,0.04329,0.1375,0.05452,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
19,97.88,32.18,0.1482,0.04205,0.1384,0.04328,0.1375,0.05451,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
20,97.88,32.18,0.1482,0.04205,0.1385,0.04328,0.1376,0.0545,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
21,97.88,32.18,0.1483,0.04205,0.1386,0.04327,0.1377,0.0545,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
22,97.88,32.18,0.1484,0.04204,0.1386,0.04326,0.1377,0.05449,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
23,97.88,32.18,0.1484,0.04205,0.1386,0.04326,0.1377,0.05449,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
24,97.88,32.18,0.1485,0.04204,0.1387,0.04325,0.1378,0.05448,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
25,97.88,32.18,0.1486,0.04204,0.1388,0.04324,0.1379,0.05447,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
26,97.88,32.18,0.1487,0.04203,0.1388,0.04323,0.1379,0.05446,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
27,97.88,32.18,0.1488,0.04202,0.1389,0.04322,0.1379,0.05445,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
28,97.88,32.18,0.1489,0.04201,0.1389,0.04322,0.138,0.05446,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
29,97.88,32.18,0.1489,0.042,0.139,0.04321,0.138,0.05446,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
30,97.88,32.18,0.149,0.04199,0.139,0.0432,0.138,0.05445,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
31,97.88,32.18,0.1491,0.04199,0.1391,0.0432,0.1381,0.05445,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
32,97.88,32.18,0.1491,0.04198,0.1391,0.04319,0.1381,0.05445,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
33,97.88,32.18,0.1492,0.04197,0.1391,0.04318,0.1381,0.05444,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
34,97.88,32.18,0.1492,0.04197,0.1391,0.04318,0.1382,0.05442,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
35,97.88,32.18,0.1492,0.04196,0.1392,0.04317,0.1382,0.05441,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
36,97.88,32.18,0.1493,0.04195,0.1392,0.04316,0.1382,0.0544,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
37,97.88,32.18,0.1494,0.04194,0.1392,0.04314,0.1382,0.05438,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
38,97.88,32.18,0.1494,0.04192,0.1392,0.04314,0.1382,0.05437,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
39,97.88,32.18,0.1494,0.04192,0.1392,0.04314,0.1383,0.05436,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
40,97.88,32.18,0.1494,0.04192,0.1392,0.04314,0.1382,0.05435,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
41,97.88,32.18,0.1494,0.0419,0.1392,0.04314,0.1382,0.05435,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
42,97.88,32.18,0.1495,0.04189,0.1393,0.04313,0.1382,0.05434,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
43,97.88,32.18,0.1495,0.04188,0.1392,0.04313,0.1382,0.05432,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
44,97.88,32.18,0.1494,0.04188,0.1392,0.04313,0.1382,0.05431,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
45,97.88,32.18,0.1494,0.04188,0.1392,0.04314,0.1382,0.05431,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
46,97.88,32.18,0.1494,0.04187,0.1392,0.04314,0.1382,0.05432,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
47,97.88,32.18,0.1494,0.04186,0.1392,0.04314,0.1382,0.05431,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
48,97.88,32.18,0.1494,0.04185,0.1393,0.04314,0.1382,0.0543,93.42,37.08,17.83,6.205,17.68,6.151,18.04,6.037,1.0
49,97.88,32.18,0.1494,0.04186,0.1393,0.04315,0.1382,0.05431,95.51,34.59,18.19,5.773,18.04,5.723,18.4,5.61,1.0
50,97.88,32.18,0.1494,0.04185,0.1393,0.04315,0.1382,0.05431,91.99,33.2,17.52,5.538,17.37,5.491,17.72,5.382,1.0
51,97.88,32.18,0.1494,0.04185,0.1393,0.04316,0.1382,0.05431,88.48,31.81,16.85,5.304,16.71,5.259,17.04,5.154,1.0
52,97.88,32.18,0.1494,0.04185,0.1393,0.04317,0.1382,0.05431,82.88,32.9,16.18,5.07,16.04,5.027,16.36,4.927,1.0
53,97.88,32.18,0.1493,0.04185,0.1393,0.04317,0.1382,0.0543,79.36,31.5,15.5,4.836,15.37,4.795,15.68,4.699,1.0
54,97.88,32.18,0.1493,0.04185,0.1392,0.04317,0.1382,0.05429,75.84,30.11,14.83,4.602,14.71,4.563,15.0,4.471,1.0
55,97.88,32.18,0.1492,0.04185,0.1392,0.04318,0.1382,0.0543,72.33,28.72,14.16,4.368,14.04,4.331,14.32,4.244,1.0
56,97.88,32.18,0.1492,0.04186,0.1392,0.0432,0.1382,0.05431,68.81,27.33,13.49,4.134,13.38,4.099,13.64,4.016,1.0
57,97.88,32.18,0.1492,0.04186,0.1392,0.0432,0.1382,0.05432,65.3,25.94,12.82,3.9,12.71,3.867,12.96,3.788,1.0
58,97.88,32.18,0.1492,0.04186,0.1392,0.04321,0.1382,0.05433,61.78,24.55,12.15,3.666,12.04,3.635,12.28,3.561,1.0
59,97.88,32.18,0.1492,0.04186,0.1392,0.04321,0.1382,0.05433,58.26,23.16,11.48,3.432,11.38,3.403,11.61,3.333,1.0
60,97.88,32.18,0.1492,0.04186,0.1392,0.04322,0.1382,0.05434,54.74,21.77,10.8,3.198,10.71,3.171,10.93,3.105,1.0
61,97.88,32.18,0.1492,0.04187,0.1392,0.04323,0.1382,0.05435,51.23,20.38,10.13,2.964,10.05,2.939,10.25,2.878,1.0
62,97.88,32.18,0.1492,0.04187,0.1392,0.04324,0.1382,0.05436,47.72,18.99,9.462,2.73,9.38,2.707,9.568,2.65,1.0
63,97.88,32.18,0.1492,0.04187,0.1392,0.04324,0.1382,0.05437,44.2,17.6,8.791,2.496,8.714,2.475,8.889,2.422,1.0
64,97.88,32.18,0.1491,0.04187,0.1391,0.04324,0.1382,0.05438,38.61,18.68,8.119,2.262,8.048,2.243,8.209,2.195,1.0
65,97.88,32.18,0.1491,0.04187,0.1391,0.04325,0.1382,0.0544,33.02,19.77,7.448,2.028,7.382,2.011,7.53,1.967,1.0
66,97.88,32.18,0.149,0.04188,0.139,0.04326,0.1381,0.05441,29.5,18.38,6.776,1.794,6.716,1.78,6.851,1.739,1.0
67,97.88,32.18,0.149,0.04188,0.139,0.04326,0.1381,0.05442,23.8,19.6,6.085,1.584,6.03,1.571,6.152,1.535,1.0
68,97.88,32.18,0.149,0.04189,0.139,0.04327,0.1381,0.05443,18.28,20.9,5.431,1.387,5.381,1.376,5.49,1.344,1.0
69,97.88,32.18,0.149,0.04189,0.139,0.04327,0.1381,0.05443,15.04,19.8,4.814,1.203,4.769,1.194,4.867,1.165,1.0
70,97.88,32.18,0.149,0.04189,0.139,0.04327,0.1381,0.05444,10.02,21.12,4.234,1.032,4.194,1.024,4.281,0.9994,1.0
71,97.88,32.18,0.149,0.04188,0.139,0.04327,0.1381,0.05446,7.287,20.04,3.692,0.8741,3.656,0.8678,3.733,0.846,1.0
72,97.88,32.18,0.149,0.04188,0.1389,0.04328,0.1381,0.05447,4.748,19.04,3.187,0.7291,3.155,0.7241,3.222,0.7053,1.0
73,97.88,32.18,0.1489,0.04188,0.1389,0.04327,0.1381,0.05448,2.399,18.11,2.719,0.5971,2.691,0.5933,2.749,0.5773,1.0
74,97.88,32.18,0.1489,0.04188,0.1389,0.04327,0.138,0.05448,0.2479,17.27,2.288,0.4781,2.264,0.4754,2.314,0.4618,1.0
75,97.88,32.18,0.1488,0.04188,0.1388,0.04327,0.138,0.05449,-1.695,16.49,1.895,0.3721,1.874,0.3703,1.917,0.3591,1.0
76,97.88,32.18,0.1487,0.04189,0.1387,0.04327,0.1379,0.05449,-3.453,15.79,1.539,0.2791,1.521,0.2782,1.558,0.269,1.0
77,97.88,32.18,0.1487,0.0419,0.1387,0.04327,0.1379,0.0545,-5.019,15.18,1.22,0.1991,1.205,0.1989,1.236,0.1915,1.0
