0,0.0009389,1
1,0.001706,1
2,4.842e-05,1
3,3.232e-05,1
4,-0.0001279,1
5,5.563e-06,1
6,1.147e-05,1
7,-6.498e-05,1
8,0.001624,1
9,-0.001977,1
10,2.198e-06,1
11,-1.448e-06,1
12,-0.0002598,1
13,1.395e-05,1
14,-4.492e-05,1
15,1.442e-05,1
0,-0.001334,1
1,0.0004351,1
2,-0.0001692,1
3,8.194e-05,1
4,-0.0001719,1
5,3.408e-05,1
6,-3.613e-05,1
7,-4.685e-05,1
8,-0.005554,1
9,0.001247,1
10,-6.196e-05,1
11,4.345e-05,1
12,-0.0003971,1
13,5.425e-05,1
14,-0.0003003,1
15,6.669e-05,1
0,0.004044,1
1,-0.002536,1
2,-1.486e-05,1
3,5.361e-05,1
4,-0.0002852,1
5,-1.397e-05,1
6,-0.0001474,1
7,9.395e-06,1
8,-0.0006239,1
9,-0.0003065,1
10,-0.0001221,1
11,5.304e-05,1
12,-0.0004309,1
13,3.018e-05,1
14,-0.0003406,1
15,5.464e-05,1
0,0.002703,1
1,0.0001903,1
2,4.403e-05,1
3,4.334e-05,1
4,-0.0003658,1
5,4.374e-05,1
6,-0.0002401,1
7,7.786e-06,1
8,0.001144,1
9,-0.0004205,1
10,-8.781e-05,1
11,4.325e-05,1
12,-0.0004617,1
13,3.063e-05,1
14,-0.0003591,1
15,6.794e-05,1
0,-0.0017,1
1,0.000766,1
2,-7.951e-05,1
3,5.441e-05,1
4,-0.0004619,1
5,5.224e-05,1
6,-0.0001578,1
7,1.597e-05,1
8,-0.002234,1
9,0.001653,1
10,-0.0002041,1
11,6.645e-05,1
12,-0.0005238,1
13,5.333e-05,1
14,-0.0003538,1
15,4.214e-05,1
0,0.000259,1
1,0.0006517,1
2,-9.298e-05,1
3,0.0001068,1
4,-0.0002893,1
5,-2.719e-05,1
6,-0.0001926,1
7,-6.862e-05,1
8,-0.004687,1
9,0.001468,1
10,-0.0001815,1
11,6.752e-05,1
12,-0.0006607,1
13,6.959e-05,1
14,-0.0003516,1
15,2.565e-05,1
0,0.002294,1
1,-0.001818,1
2,-0.0001599,1
3,8.364e-05,1
4,-0.0004612,1
5,-1.547e-05,1
6,-0.0002103,1
7,4.368e-05,1
8,0.004923,1
9,-0.001477,1
10,-0.0001877,1
11,3.67e-05,1
12,-0.0006684,1
13,7.35e-05,1
14,-0.0003611,1
15,4.036e-06,1
0,0.001294,1
1,-0.00119,1
2,-0.0002247,1
3,0.0001051,1
4,-0.0005643,1
5,4.188e-05,1
6,-0.000238,1
7,-7.964e-06,1
8,0.002596,1
9,-0.0013,1
10,-0.0001991,1
11,4.676e-05,1
12,-0.0006812,1
13,7.56e-05,1
14,-0.0005839,1
15,7.795e-05,1
0,-0.0006171,1
1,-0.0005291,1
2,-0.0001637,1
3,7.851e-05,1
4,-0.0006451,1
5,1.959e-05,1
6,-0.0005144,1
7,5.719e-05,1
8,-0.0009621,1
9,0.0005798,1
10,-0.000185,1
11,5.398e-05,1
12,-0.0006724,1
13,4.884e-05,1
14,-0.0004544,1
15,4.078e-05,1
0,0.001277,1
1,-0.001477,1
2,-0.0002918,1
3,0.0001168,1
4,-0.0004334,1
5,-9.639e-05,1
6,-0.0002023,1
7,-9.293e-05,1
8,-0.0003801,1
9,0.000311,1
10,-0.0002922,1
11,5.828e-05,1
12,-0.0007832,1
13,6.124e-05,1
14,-0.0005657,1
15,5.619e-05,1
0,0.004379,1
1,-0.003649,1
2,-0.0001902,1
3,8.243e-05,1
4,-0.0005482,1
5,-7.098e-05,1
6,-0.0003794,1
7,-2.689e-05,1
8,-0.001051,1
9,-0.0001403,1
10,-0.0003303,1
11,8.094e-05,1
12,-0.000934,1
13,0.0001078,1
14,-0.0006488,1
15,6.575e-05,1
0,0.002959,1
1,-0.002846,1
2,-0.0002448,1
3,0.0001338,1
4,-0.000671,1
5,5.422e-05,1
6,-0.0004413,1
7,1.13e-05,1
8,-0.001383,1
9,1.29e-05,1
10,-0.000203,1
11,6.271e-05,1
12,-0.0007989,1
13,6.769e-05,1
14,-0.0006233,1
15,5.771e-05,1
0,0.003928,1
1,-0.002115,1
2,-0.000146,1
3,0.0001195,1
4,-0.0005309,1
5,9.552e-05,1
6,-0.0003108,1
7,3.706e-05,1
8,-0.001777,1
9,-0.0002482,1
10,-0.000104,1
11,2.039e-05,1
12,-0.000344,1
13,4.672e-05,1
14,-0.0003116,1
15,4.324e-05,1
