0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
0,0.0009629
1,-0.001265
2,-4.259e-05
3,2.714e-05
4,-0.0002618
5,-5.839e-05
6,-0.0003082
7,-3.799e-05
8,0.0003197
9,0.002223
10,-0.0001021
11,1.185e-05
12,-0.0004374
13,8.485e-06
14,-0.0004207
15,9.156e-09
0,-0.005185
1,0.003692
2,-6.959e-05
3,-7.261e-06
4,-0.0002657
5,-3.869e-05
6,-0.0003063
7,-1.826e-05
8,-0.005246
9,0.00123
10,-0.0001373
11,2.647e-05
12,-0.000567
13,2.465e-05
14,-0.0003956
15,-3.441e-05
0,-0.002611
1,0.0003302
2,0.0001007
3,-4.627e-05
4,-0.0004545
5,-1.78e-05
6,-0.0003149
7,-3.271e-05
8,-0.000542
9,0.0004012
10,-0.0001671
11,5.309e-05
12,-0.000572
13,1.755e-05
14,-0.0005116
15,3.82e-07
0,-0.001058
1,0.002304
2,-8.732e-05
3,-6.049e-06
4,-0.0004404
5,-7.992e-06
6,-0.0004311
7,-2.925e-05
8,-0.001853
9,0.001564
10,-0.0001027
11,-1.505e-05
12,-0.0008199
13,9.13e-05
14,-0.0005992
15,-1.631e-05
0,-0.001946
1,0.002521
2,-0.0001397
3,4.525e-05
4,-0.0005866
5,-1.446e-05
6,-0.000485
7,-3.32e-05
8,-0.0003873
9,0.0001326
10,-0.0001259
11,-4.937e-06
12,-0.0007225
13,1.987e-05
14,-0.0007562
15,1.047e-05
0,-0.00263
1,0.0006219
2,-7.284e-05
3,-2.54e-05
4,-0.0006099
5,-1.644e-05
6,-0.0004886
7,-7.974e-05
8,0.001635
9,0.0004723
10,-0.0001676
11,1.625e-05
12,-0.0008026
13,4.354e-05
14,-0.0006991
15,1.084e-05
0,-0.0002892
1,0.001791
2,-2.735e-05
3,-2.398e-05
4,-0.0005283
5,1.427e-05
6,-0.0005775
7,1.726e-05
8,-0.00307
9,0.002628
10,-0.0001424
11,1.104e-05
12,-0.0006597
13,-3.792e-05
14,-0.0004575
15,-7.053e-05
0,-0.002163
1,0.001818
2,9.002e-06
3,1.516e-05
4,-0.0003206
5,3.301e-05
6,-0.0002907
7,6.228e-06
8,-0.001402
9,0.001258
10,6.408e-06
11,5.141e-06
12,-0.0002642
13,-4.027e-06
14,-9.108e-05
15,-6.443e-05
0,-0.002084
1,0.001503
2,-4.521e-05
3,2.375e-05
4,-1.196e-05
5,5.266e-05
6,-7.888e-05
7,4.99e-05
8,-0.006262
9,0.001298
10,4.031e-05
11,1.922e-06
12,8.604e-05
13,2.124e-06
14,0.0001435
15,-3.179e-05
0,-0.003346
1,0.001757
2,0.0001185
3,-1.518e-05
4,0.0002894
5,5.742e-05
6,9.071e-05
7,6.214e-05
8,-0.0006034
9,0.0005796
10,5.13e-05
11,6.59e-06
12,0.0003352
13,-1.167e-05
14,0.0002276
15,2.339e-05
0,0.0017
1,0.0002562
2,9.04e-05
3,1.416e-05
4,0.0003137
5,6.606e-05
6,0.0002623
7,-1.459e-05
8,-0.002216
9,0.0009106
10,0.000104
11,6.256e-06
12,0.0003753
13,2.591e-05
14,0.0002887
15,5.105e-05
0,0.0005057
1,-0.0008833
2,0.0001727
3,-1.556e-05
4,0.0003639
5,5.788e-05
6,0.0001178
7,5.622e-05
8,-0.0004372
9,0.0003289
10,0.0001174
11,6.132e-06
12,0.0003946
13,6.925e-06
14,0.0003167
15,2.671e-05
0,0.00193
1,-0.002712
2,0.0002685
3,1.938e-06
4,0.0004016
5,2.273e-05
6,0.0002569
7,5.587e-05
8,-0.002118
9,0.0003364
10,0.0001117
11,2.835e-05
12,0.0004762
13,2.713e-05
14,0.000339
15,2.781e-05
0,-0.005004
1,0.004222
2,0.000182
3,1.817e-05
4,0.0003496
5,6.663e-05
6,0.0001888
7,7.053e-05
8,-0.002193
9,0.00055
10,0.0001001
11,2.843e-05
12,0.0003916
13,5.75e-05
14,0.0003849
15,2.852e-05
0,-0.004741
1,0.004247
2,0.0002575
3,4.696e-06
4,0.0004228
5,2.992e-05
6,0.0001989
7,4.963e-05
8,0.002019
9,-0.0002847
10,0.0001148
11,3.86e-05
12,0.0003349
13,4.063e-05
14,0.0003444
15,1.731e-05
0,-0.002544
1,0.001079
2,0.0002
3,3.611e-05
4,0.0003879
5,8.816e-05
6,0.0002665
7,5.669e-05
8,0.0007905
9,-0.0001733
10,9.542e-05
11,5.054e-05
12,0.0002358
13,6.721e-05
14,0.0002784
15,5.175e-05
0,-0.002856
1,0.003398
2,0.0002362
3,4.656e-05
4,0.0002402
5,0.0001049
6,0.0004231
7,1.596e-05
8,-0.001554
9,0.0004649
10,0.0001735
11,2.335e-05
12,0.0003235
13,4.257e-05
14,0.0002314
15,6.608e-05
0,-0.001679
1,2.04e-05
2,0.0002451
3,1.28e-05
4,0.0003769
5,9.238e-05
6,0.0002681
7,6.218e-05
8,-0.0001387
9,0.001359
10,0.0002293
11,2.588e-05
12,0.0004047
13,2.858e-05
14,0.0002331
