15,4.923e-05
0,0.001142
1,-0.001163
2,0.0001711
3,3.023e-05
4,0.0004492
5,0.000106
6,0.0002193
7,9.756e-05
8,-0.002434
9,0.001327
10,0.0002017
11,3.574e-05
12,0.000341
13,5.235e-05
14,0.0004113
15,4.914e-05
0,0.007352
1,-0.002484
2,0.0003686
3,-3.006e-07
4,0.0003139
5,8.449e-05
6,0.0002588
7,0.0001095
8,-0.0001828
9,0.001093
10,0.0002428
11,2.431e-05
12,0.0003872
13,4.447e-05
14,0.0003912
15,2.477e-05
0,-0.002686
1,0.0009079
2,0.0002197
3,5.015e-05
4,0.0003686
5,7.212e-05
6,0.0002045
7,6.277e-05
8,-0.003454
9,0.002448
10,0.0002267
11,2.613e-05
12,0.0003279
13,4.36e-05
14,0.0003726
15,8.641e-06
0,0.0002803
1,0.00228
2,0.0002583
3,2.898e-05
4,0.0002094
5,0.0001088
6,0.0002382
7,6.011e-05
8,-0.0001422
9,0.001193
10,0.0002092
11,1.663e-05
12,0.0002975
13,3.147e-05
14,0.0001307
15,5.216e-05
0,0.001198
1,-0.0009465
2,0.0002598
3,5.17e-05
4,0.0002043
5,7.687e-05
6,0.0001426
7,5.428e-05
8,-0.00143
9,-5.788e-06
10,0.0001739
11,3.234e-05
12,0.0002007
13,2.018e-05
14,0.0001021
15,2.894e-05
0,-0.002174
1,0.003945
2,0.000145
3,7.312e-05
4,8.835e-05
5,2.67e-05
6,0.0001598
7,5.11e-05
8,0.001554
9,1.303e-05
10,0.0001135
11,2.765e-05
12,-7.628e-06
13,8.548e-05
14,8.795e-05
15,5.204e-05
0,0.001357
1,0.0004444
2,0.0002018
3,5.223e-05
4,0.0001045
5,4.06e-05
6,3.952e-05
7,9.262e-05
8,-0.004563
9,0.001826
10,0.0002263
11,3.044e-05
12,-3.744e-05
13,1.607e-05
14,4.229e-05
15,7.428e-06
0,-0.00211
1,0.0005644
2,0.0001602
3,4.458e-05
4,-0.0001272
5,0.0001288
6,1.96e-06
7,6.315e-05
8,-0.0007363
9,0.000496
10,0.0001545
11,2.718e-05
12,-0.000107
13,4.714e-05
14,3.334e-07
15,-6.237e-06
