0,0.001604
1,0.0005471
2,0.0004342
3,-4.724e-05
4,0.0005533
5,2.894e-05
6,0.0009011
7,5.407e-06
8,0.0007409
9,-0.0002106
10,0.0005278
11,-1.877e-05
12,0.0006765
13,4.861e-05
14,0.0005457
15,8.766e-05
0,0.003884
1,0.0009921
2,0.0005008
3,-4.957e-05
4,0.0004584
5,1.718e-06
6,0.0007776
7,-2.999e-05
8,0.00255
9,0.0001323
10,0.0004366
11,2.856e-05
12,0.0006643
13,4.878e-05
14,0.0004926
15,6.481e-05
0,-0.001549
1,0.002444
2,0.0002284
3,-2.449e-05
4,0.000373
5,1.313e-05
6,0.0007304
7,-6.023e-06
8,0.0002543
9,-0.0005465
10,0.0005079
11,-2.735e-06
12,0.0006349
13,3.696e-05
14,0.0004013
15,8.78e-05
0,0.004869
1,-0.001747
2,0.000248
3,2.55e-05
4,0.0003746
5,2.374e-05
6,0.0005815
7,3.662e-05
8,0.00101
9,-0.0004566
10,0.0004345
11,3.648e-05
12,0.0005597
13,4.384e-05
14,0.0004652
15,4.583e-05
0,0.001687
1,-0.0006823
2,0.0004638
3,-5.916e-05
4,0.0002851
5,4.013e-05
6,0.0007261
7,2.328e-05
8,0.004252
9,-0.0008922
10,0.0004318
11,5.444e-07
12,0.0006279
13,-4.326e-06
14,0.0004749
15,4.913e-05
0,0.00478
1,-0.002132
2,0.0002866
3,-1.192e-05
4,0.0004784
5,-1.286e-05
6,0.0008012
7,4.373e-05
8,0.001675
9,-0.0003788
10,0.0005979
11,-9.191e-06
12,0.0006553
13,4.089e-05
14,0.0005112
15,7.597e-05
0,-0.002747
1,-0.000607
2,0.0004053
3,-2.258e-05
4,0.0005915
5,-2.253e-05
6,0.0009011
7,-1.109e-05
8,0.0004398
9,0.0003485
10,0.0004676
11,2.995e-05
12,0.0007281
13,7.872e-06
14,0.0004946
15,7.18e-05
0,0.001085
1,0.000771
2,0.0003017
3,-9.921e-06
4,0.0004163
5,1.037e-05
6,0.0007609
7,-1.584e-05
8,-0.001008
9,0.0009231
10,0.0004587
11,-7.421e-06
12,0.000649
13,1.753e-05
14,0.0003438
15,9.784e-05
0,-0.00049
1,0.002556
2,0.0003321
3,-2.07e-05
4,0.0004814
5,4.094e-05
6,0.0007472
7,-3.759e-05
8,0.0001923
9,2.804e-05
10,0.0004684
11,1.021e-05
12,0.0006292
13,4.207e-05
14,0.0005595
15,1.494e-05
0,-0.002669
1,0.002209
2,0.0003307
3,-2.19e-05
4,0.0005094
5,-1.169e-05
6,0.0006894
7,-3.894e-05
8,0.0003851
9,0.001019
10,0.0005698
11,-1.56e-05
12,0.0004834
13,4.57e-05
14,0.000386
15,4.884e-05
0,0.004451
1,-0.003595
2,0.0003532
3,-5.836e-05
4,0.0002214
5,4.021e-05
6,0.0005031
7,1.489e-05
8,-0.000574
9,0.0003511
10,0.0003363
11,1.181e-05
12,0.0002558
13,8.531e-05
14,0.0003624
15,5.965e-05
0,0.001602
1,-0.00104
2,0.0003448
3,-6.945e-05
4,0.0002675
5,-4.784e-05
6,0.0005064
7,-0.0001309
8,0.003423
9,-0.001648
10,0.0003422
11,-7.168e-06
12,0.0002959
13,4.771e-05
14,0.0001506
15,5.472e-05
0,0.001537
1,0.0007727
2,0.0001258
3,2.96e-06
4,0.000179
5,6.634e-06
6,0.0001749
7,-4.265e-05
8,0.001387
9,-6.162e-05
10,0.000182
11,1.131e-05
12,0.0001683
13,4.307e-05
14,0.0001188
15,2.435e-05
0,-0.001539
1,0.002324
2,0.0001085
3,-3.587e-05
4,0.0001416
5,-3.542e-05
6,1.98e-05
7,-2.917e-05
8,-0.0004537
9,-1.301e-05
10,0.0001201
11,2.718e-05
12,6.308e-05
13,2.765e-05
14,2.723e-05
15,4.129e-05
0,-0.001424
1,0.002618
2,1.334e-05
3,-6.9e-05
4,-0.0001479
5,-1.185e-05
6,7.82e-05
7,-5.718e-05
8,-0.0004616
9,0.0009426
10,-7.853e-05
11,2.578e-05
12,-8.177e-05
13,2.277e-05
14,-2.005e-06
15,-2.381e-06
0,-0.001827
1,0.00242
2,-2.012e-06
3,-4e-05
4,-5.122e-05
5,5.25e-07
6,-0.0001673
7,-5.048e-05
8,0.002726
9,-0.0003898
10,-5.977e-05
11,-1.005e-05
12,-0.0002117
13,3.841e-05
14,-0.0001792
15,1.889e-05
0,-0.004874
1,0.0006129
2,-0.0001651
3,-2.527e-05
4,-0.0002446
5,-5.808e-05
6,-0.0002532
7,-9.599e-05
8,-0.001979
9,0.0005551
10,-0.000149
11,-1.02e-05
12,-0.0003427
13,2.236e-05
14,-0.0002141
15,-8.811e-06
0,0.002993
1,-0.002106
2,-7.058e-05
3,-5.882e-05
4,-0.0003531
5,-1.813e-06
6,-0.0004928
7,-7.457e-05
8,0.00237
9,-0.002053
10,-0.0003395
11,3.604e-05
12,-0.0004782
13,3.305e-05
14,-0.0003011
15,9.58e-06
0,-0.002691
1,0.001487
2,-0.0001951
3,-5.269e-05
4,-0.0002832
5,-5.057e-05
6,-0.0007476
7,-7.281e-05
8,-0.0006945
9,0.0006037
10,-0.0003832
11,-3.56e-06
12,-0.0005113
13,2.956e-05
14,-0.0004712
15,2.034e-05
0,-0.0008577
1,0.001633
2,-0.0002788
3,-1.954e-05
4,-0.000337
5,7.751e-06
6,-0.0005744
7,4.365e-05
8,0.002695
9,0.0001171
10,-0.0002479
11,-3.402e-05
12,-0.0004311
13,8.646e-06
14,-0.0002267
15,-6.091e-05
0,-0.000143
1,0.001051
2,-1.055e-05
3,-7.937e-05
4,-4.902e-05
5,-4.769e-05
6,0.0002042
7,7.058e-06
8,0.001436
9,-0.0002115
10,4.395e-06
11,-6.527e-05
12,0.0001305
13,-1.285e-05
14,0.0001878
15,-7.104e-07
0,-0.002372
1,0.002907
2,-2.809e-05
3,6.827e-07
4,0.0003267
5,-2.959e-05
6,0.00063
7,2.411e-05
8,-0.000239
9,-0.0001474
10,0.0003118
11,-2.6e-05
12,0.0004688
13,3.308e-05
14,0.000445
15,4.519e-05
0,0.002548
1,-0.001563
2,0.0002602
3,-0.0001083
4,0.0004122
5,-5.9e-07
6,0.001009
7,-9.167e-06
8,0.001246
9,0.0002782
10,0.0005965
11,-4.693e-05
12,0.0008061
13,2.402e-05
14,0.0005588
15,8.228e-05
0,-0.006947
1,0.004844
2,0.000307
3,-0.0001012
4,0.0004863
5,1.778e-06
6,0.001124
7,-7.094e-05
8,0.0007151
9,-0.000312
10,0.0005946
11,-1.142e-05
12,0.0008019
13,4.735e-05
14,0.0005579
15,7.044e-05
0,-0.002075
1,0.00137
2,0.0004012
3,-6.315e-05
4,0.000594
5,-4.77e-05
6,0.00116
7,-8.611e-05
8,-0.001031
9,0.0005949
10,0.0005844
11,-7.505e-06
12,0.0007954
13,4.072e-05
14,0.0005789
15,8.588e-05
0,-0.003177
1,0.005763
2,0.0004223
3,-0.0001193
4,0.0005601
5,-6.425e-05
6,0.0009692
7,-2.062e-07
8,0.002443
9,-0.0009337
10,0.0005486
11,2.337e-05
12,0.0007736
13,5.093e-05
14,0.0006687
15,5.136e-05
